epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1134.36,0.50108,0.28594,0.81531,0.96829,0.96349,0.98778,0.8803,0.4594,0.25425,0.81044,0.003325,0.003325,0.003325
